label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
Q,0.6143971681594849,0.8575695753097534,-9.761696446730639e-07,0.5598519444465637,0.8106404542922974,-0.019422229379415512,0.5050317645072937,0.7087816596031189,-0.03817237913608551,0.46656131744384766,0.6265017986297607,-0.058614782989025116,0.4468088448047638,0.5691218376159668,-0.07058510184288025,0.5925926566123962,0.5326553583145142,-0.017360566183924675,0.4737403988838196,0.5013191103935242,-0.05266544967889786,0.4142407476902008,0.5066074132919312,-0.07574193924665451,0.38830700516700745,0.4937365651130676,-0.08918822556734085,0.6324230432510376,0.5358340740203857,-0.025152720510959625,0.47302162647247314,0.577820360660553,-0.045123834162950516,0.4911639094352722,0.6659366488456726,-0.04456423223018646,0.5277882814407349,0.7061651349067688,-0.043190859258174896,0.6583908796310425,0.5757288932800293,-0.03778130188584328,0.49812453985214233,0.6181647181510925,-0.05310036614537239,0.5256450772285461,0.7001433372497559,-0.03127257525920868,0.568180501461029,0.7297484278678894,-0.015776226297020912,0.6745887994766235,0.6310814619064331,-0.0560789555311203,0.5471071004867554,0.6520006656646729,-0.06967167556285858,0.5359763503074646,0.6984329223632812,-0.05484045296907425,0.5465264320373535,0.7218269109725952,-0.038157764822244644
T,0.7872368097305298,0.5378082990646362,-1.4410632331873785e-07,0.7058842778205872,0.549930214881897,-0.008135288953781128,0.656302273273468,0.5217677354812622,-0.028934506699442863,0.6231747269630432,0.5014623403549194,-0.05281691625714302,0.5840950012207031,0.48633426427841187,-0.07850059866905212,0.6495943069458008,0.3576509952545166,-0.025868786498904228,0.5894777178764343,0.33141785860061646,-0.05596626177430153,0.5447283983230591,0.30347999930381775,-0.07677555084228516,0.5120936036109924,0.27340736985206604,-0.09316661953926086,0.6872435808181763,0.33914732933044434,-0.04025300592184067,0.6118476986885071,0.4219261109828949,-0.06984657794237137,0.6359068751335144,0.47947752475738525,-0.06827959418296814,0.6635469794273376,0.47167038917541504,-0.06407097727060318,0.7228726148605347,0.3600097894668579,-0.0571095235645771,0.6568364500999451,0.4664901793003082,-0.08026494830846786,0.676447868347168,0.5105375051498413,-0.06179428473114967,0.6998593211174011,0.49440670013427734,-0.048769641667604446,0.7523399591445923,0.4040616452693939,-0.07628452032804489,0.7003375291824341,0.5001358389854431,-0.09484274685382843,0.7157474160194397,0.5276361703872681,-0.0852663666009903,0.7375771999359131,0.5081995725631714,-0.0759740099310875
T,0.29316675662994385,1.0027685165405273,3.7136899777578947e-07,0.34501492977142334,0.9594669342041016,-0.02398689091205597,0.3856462240219116,0.8993626832962036,-0.05821692943572998,0.4224903881549835,0.857653021812439,-0.09449046850204468,0.4360543489456177,0.8064342737197876,-0.13064053654670715,0.3227168917655945,0.7390968799591064,-0.07411818206310272,0.34296751022338867,0.6206638216972351,-0.12789005041122437,0.36689651012420654,0.5358784794807434,-0.15953770279884338,0.3750772178173065,0.4619934856891632,-0.1797720193862915,0.27196449041366577,0.7568591237068176,-0.09264406561851501,0.3911880850791931,0.7321876287460327,-0.15977656841278076,0.4020994007587433,0.8105874061584473,-0.17067547142505646,0.3736656904220581,0.8457872867584229,-0.1656343638896942,0.24240964651107788,0.8122320175170898,-0.11222875118255615,0.36868709325790405,0.8564452528953552,-0.1716865450143814,0.36719536781311035,0.9163668751716614,-0.15722209215164185,0.33274540305137634,0.9196029901504517,-0.13579952716827393,0.22424593567848206,0.8838475942611694,-0.13398155570030212,0.3328690528869629,0.9172047972679138,-0.17121103405952454,0.33438026905059814,0.9558734893798828,-0.15545754134655,0.30073192715644836,0.9548439979553223,-0.13688771426677704
L,0.7797961831092834,0.7773849368095398,-2.7104525202048535e-07,0.7055216431617737,0.7394834160804749,-0.008777822367846966,0.6481514573097229,0.6746026277542114,-0.011917611584067345,0.6107411980628967,0.6195798516273499,-0.01954701356589794,0.5820323824882507,0.5858157277107239,-0.026871472597122192,0.6856299042701721,0.5815152525901794,0.011897771619260311,0.6725448369979858,0.4991658926010132,-0.013507964089512825,0.6560265421867371,0.4868620038032532,-0.035218194127082825,0.6487234830856323,0.49081385135650635,-0.04739313945174217,0.7260728478431702,0.5651876330375671,0.002032586606219411,0.708476722240448,0.48242977261543274,-0.034706033766269684,0.6984537243843079,0.5413907170295715,-0.052780862897634506,0.70432049036026,0.600807249546051,-0.05431500822305679,0.7668241262435913,0.5607764720916748,-0.011668686755001545,0.7502673268318176,0.4712386727333069,-0.04406147822737694,0.7378148436546326,0.532245934009552,-0.04475945979356766,0.743220865726471,0.5887652039527893,-0.03409851714968681,0.8126001954078674,0.5660008192062378,-0.026456285268068314,0.7956143617630005,0.494107186794281,-0.04649260640144348,0.7797455191612244,0.535759687423706,-0.04221527278423309,0.7783482074737549,0.5838255286216736,-0.0318242684006691
M,0.6756486296653748,0.5303925275802612,7.296074500118266e-07,0.6916963458061218,0.4214784502983093,-0.026753854006528854,0.6654587984085083,0.31729960441589355,-0.049857039004564285,0.6464462280273438,0.2309628576040268,-0.06974530220031738,0.6362044811248779,0.15837177634239197,-0.09225139021873474,0.5781586170196533,0.31041309237480164,-0.054426051676273346,0.48750782012939453,0.27984654903411865,-0.08106669038534164,0.4245120882987976,0.25804203748703003,-0.09902027994394302,0.37432101368904114,0.24261464178562164,-0.11189871281385422,0.5545963048934937,0.37841686606407166,-0.060113172978162766,0.45783472061157227,0.341686874628067,-0.08630769699811935,0.3854631185531616,0.3091840445995331,-0.10666101425886154,0.32931047677993774,0.28759056329727173,-0.1219562217593193,0.5361762046813965,0.452698290348053,-0.06677110493183136,0.44114458560943604,0.41115087270736694,-0.0928305983543396,0.3709447681903839,0.3776577413082123,-0.11182264983654022,0.31681951880455017,0.3508859872817993,-0.12308730185031891,0.5224472284317017,0.5275751352310181,-0.07439041137695312,0.43962782621383667,0.4892030358314514,-0.09982077032327652,0.3810665011405945,0.45702970027923584,-0.11425627022981644,0.3322455883026123,0.4270651638507843,-0.12188202142715454
F,0.3990532159805298,0.18672284483909607,1.1536058082128875e-06,0.4710552990436554,0.1930534392595291,-0.016696738079190254,0.5312732458114624,0.2524804174900055,-0.05139034986495972,0.5448622703552246,0.33023926615715027,-0.08411582559347153,0.5494345426559448,0.3858153522014618,-0.11804156750440598,0.5825994610786438,0.23872654139995575,-0.10332737863063812,0.6006094813346863,0.37715011835098267,-0.15002930164337158,0.6098304390907288,0.45931297540664673,-0.1801428496837616,0.6139965057373047,0.5267531871795654,-0.20059311389923096,0.5325005650520325,0.22859470546245575,-0.11806105822324753,0.5574598908424377,0.3843633234500885,-0.16641874611377716,0.5698405504226685,0.47181522846221924,-0.1828351765871048,0.5805174112319946,0.5401133298873901,-0.1957392543554306,0.47672200202941895,0.23841866850852966,-0.12842920422554016,0.49120572209358215,0.4024049639701843,-0.15702861547470093,0.47776666283607483,0.38345444202423096,-0.13885648548603058,0.4678926467895508,0.34206143021583557,-0.12689164280891418,0.42452922463417053,0.2558968961238861,-0.14122067391872406,0.44379478693008423,0.37942659854888916,-0.1547636240720749,0.4383714497089386,0.36229223012924194,-0.13603255152702332,0.43242865800857544,0.3233664035797119,-0.12221404910087585
G,0.6799904108047485,0.6780271530151367,-2.618298253764806e-07,0.641879677772522,0.5917493104934692,-0.011529792100191116,0.5571901798248291,0.5218557715415955,-0.036049339920282364,0.46339303255081177,0.5246962308883667,-0.058884575963020325,0.39596518874168396,0.5340891480445862,-0.08383797854185104,0.5579859614372253,0.430976539850235,-0.05635715276002884,0.4277458190917969,0.44702354073524475,-0.08828650414943695,0.35294079780578613,0.4794612228870392,-0.10425460338592529,0.30419743061065674,0.49798083305358887,-0.11547886580228806,0.567648708820343,0.4907052218914032,-0.06793898344039917,0.4270954728126526,0.5334430932998657,-0.09953214228153229,0.4415935277938843,0.5795690417289734,-0.09939389675855637,0.47335198521614075,0.5891867280006409,-0.09949752688407898,0.5671727657318115,0.5683324933052063,-0.07870921492576599,0.43923699855804443,0.6170380115509033,-0.10701514780521393,0.46664178371429443,0.6525031924247742,-0.09089427441358566,0.5025588870048523,0.6524370908737183,-0.07965755462646484,0.5613770484924316,0.646377682685852,-0.08957510441541672,0.4664565622806549,0.6771327257156372,-0.11499527096748352,0.4910617470741272,0.702534019947052,-0.10495608299970627,0.5227545499801636,0.7018790245056152,-0.09499553591012955
A,0.23207691311836243,0.8268975615501404,-6.103270493440505e-07,0.2933903932571411,0.7433077096939087,-0.038452666252851486,0.3171538710594177,0.6247935891151428,-0.061795059591531754,0.32820388674736023,0.5337475538253784,-0.08164262771606445,0.3407863974571228,0.4448986053466797,-0.09953981637954712,0.21635687351226807,0.5723322629928589,-0.07376917451620102,0.32846707105636597,0.6495460867881775,-0.12396174669265747,0.32872283458709717,0.6935096383094788,-0.15429358184337616,0.29672154784202576,0.6809876561164856,-0.17704087495803833,0.1681613326072693,0.6460999846458435,-0.08081575483083725,0.31002867221832275,0.7268834114074707,-0.1223454549908638,0.3022577166557312,0.7561947107315063,-0.1318119913339615,0.26154211163520813,0.7403578758239746,-0.14366768300533295,0.14433999359607697,0.7371845841407776,-0.09232732653617859,0.27288126945495605,0.8044211864471436,-0.13191494345664978,0.2741858661174774,0.8227426409721375,-0.12288865447044373,0.24134378135204315,0.8034096956253052,-0.11885367333889008,0.13252322375774384,0.8314910531044006,-0.10866041481494904,0.22781112790107727,0.8781765699386597,-0.1419825702905655,0.23752449452877045,0.8806251883506775,-0.14237231016159058,0.2147577553987503,0.8660107851028442,-0.1422417312860489
T,0.7409953474998474,0.4548744559288025,-2.6740607950159756e-07,0.6597430109977722,0.4939182698726654,-0.006655086763203144,0.5919249653816223,0.49598944187164307,-0.030479980632662773,0.5413309931755066,0.504315972328186,-0.05792677029967308,0.4933643043041229,0.5219106674194336,-0.08659382164478302,0.5366905331611633,0.3351132273674011,-0.03433360531926155,0.44666409492492676,0.3436710834503174,-0.07384679466485977,0.38001567125320435,0.34003549814224243,-0.09978649765253067,0.32659053802490234,0.33672580122947693,-0.1200261190533638,0.5692853331565857,0.308196097612381,-0.05303585156798363,0.49919408559799194,0.44586485624313354,-0.09487408399581909,0.546668291091919,0.48438605666160583,-0.09407423436641693,0.5766426920890808,0.461424857378006,-0.08892650157213211,0.6094303727149963,0.32282304763793945,-0.07399164140224457,0.5600230693817139,0.4800342917442322,-0.1040077954530716,0.6006648540496826,0.49946361780166626,-0.0798051506280899,0.6219751834869385,0.46514785289764404,-0.06212616339325905,0.6508244276046753,0.36401623487472534,-0.09759741276502609,0.6121686100959778,0.4957110285758972,-0.12163972854614258,0.64137864112854,0.5079789757728577,-0.10945466160774231,0.6594192385673523,0.4728822708129883,-0.09714602679014206
X,0.22034591436386108,0.8433244824409485,2.187715892887354e-07,0.3046957850456238,0.8419386148452759,-0.01446003932505846,0.36943531036376953,0.8161407709121704,-0.04184186831116676,0.41183942556381226,0.788097083568573,-0.07409223169088364,0.41099461913108826,0.7639502286911011,-0.10610261559486389,0.3676151633262634,0.6275066137313843,-0.039064355194568634,0.4308888614177704,0.5721985101699829,-0.08228098601102829,0.47818464040756226,0.5271597504615784,-0.10903939604759216,0.5115311145782471,0.48218294978141785,-0.12771734595298767,0.32059288024902344,0.6096091270446777,-0.05944512039422989,0.4144360423088074,0.676381528377533,-0.11406486481428146,0.389037549495697,0.7384564876556396,-0.12471406161785126,0.3568822145462036,0.7364237904548645,-0.12288311123847961,0.27627405524253845,0.6320767998695374,-0.08183173835277557,0.3541654348373413,0.7561860084533691,-0.13176365196704865,0.32502204179763794,0.7943798899650574,-0.1242339089512825,0.2987673580646515,0.7660728693008423,-0.11064357310533524,0.23524165153503418,0.6768772602081299,-0.10613737255334854,0.2983393371105194,0.7781067490577698,-0.1353396326303482,0.2812564969062805,0.8046257495880127,-0.12593306601047516,0.25706911087036133,0.7776355743408203,-0.11450009047985077
D,0.6356790661811829,0.9040222764015198,-4.6658007590849593e-07,0.5993338227272034,0.8206585049629211,-0.017269644886255264,0.5714824199676514,0.7361099720001221,-0.039028558880090714,0.5384511947631836,0.6736272573471069,-0.06200490891933441,0.5173419117927551,0.6398189067840576,-0.08447831869125366,0.6545373797416687,0.6308426260948181,-0.03504236042499542,0.6393759250640869,0.5210915803909302,-0.06377393007278442,0.6337241530418396,0.44764477014541626,-0.08689627051353455,0.6261709928512573,0.38943612575531006,-0.10617927461862564,0.6824600100517273,0.6497164368629456,-0.04282554239034653,0.5671036243438721,0.618901252746582,-0.06930167227983475,0.544931948184967,0.6792934536933899,-0.07418464124202728,0.5603711009025574,0.7170352935791016,-0.07644785195589066,0.6875743865966797,0.6969794034957886,-0.05230943486094475,0.5660703778266907,0.6901099681854248,-0.06678443402051926,0.565298855304718,0.7385353446006775,-0.05269356444478035,0.5934592485427856,0.7574326395988464,-0.04571022838354111,0.6800128221511841,0.7510131001472473,-0.06580039113759995,0.5846005082130432,0.7521554231643677,-0.0804571583867073,0.5818957686424255,0.7885200381278992,-0.07114143669605255,0.607090413570404,0.8044660091400146,-0.06206680089235306
L,0.7866084575653076,0.7561540007591248,-3.3439664548495784e-07,0.7145478129386902,0.7133874297142029,0.0004437043971847743,0.6560789942741394,0.6395936012268066,0.004466851707547903,0.6204186081886292,0.582495927810669,0.0010734045645222068,0.5917102694511414,0.5435643196105957,-0.003272132482379675,0.6955971121788025,0.5441364049911499,0.031834926456213,0.6839166283607483,0.47521016001701355,0.015509998425841331,0.6729148626327515,0.46408385038375854,-0.0003207719710189849,0.6664882302284241,0.4634706676006317,-0.009833856485784054,0.7356656789779663,0.5321937203407288,0.01800110749900341,0.7145888209342957,0.45780283212661743,-0.009496811777353287,0.70655357837677,0.5144315958023071,-0.024230098351836205,0.7125499248504639,0.5676484107971191,-0.024316323921084404,0.7759485840797424,0.5339169502258301,0.00032192282378673553,0.7553346753120422,0.45846617221832275,-0.027710895985364914,0.7457742094993591,0.5271192193031311,-0.024784931913018227,0.7515425682067871,0.5826414823532104,-0.012086647562682629,0.8213318586349487,0.5484985709190369,-0.017702043056488037,0.7969808578491211,0.4845506548881531,-0.03473283350467682,0.7839433550834656,0.5360281467437744,-0.026063140481710434,0.7866433262825012,0.5834125876426697,-0.013226291164755821
T,0.722133994102478,0.5338380932807922,-9.697360070504146e-08,0.6423308849334717,0.5480274558067322,-0.01109434012323618,0.5891682505607605,0.5237019062042236,-0.035477589815855026,0.5521262884140015,0.49800270795822144,-0.062321629375219345,0.5109888911247253,0.4824959337711334,-0.0902678370475769,0.5878893136978149,0.35794028639793396,-0.03705066069960594,0.5246848464012146,0.3077256679534912,-0.07480157166719437,0.47705966234207153,0.2630913257598877,-0.1002868190407753,0.43938350677490234,0.22294050455093384,-0.11992557346820831,0.6244120597839355,0.34105128049850464,-0.051392726600170135,0.5439854860305786,0.43012455105781555,-0.0871208980679512,0.5727052688598633,0.4892142117023468,-0.0826445072889328,0.6035924553871155,0.4781802296638489,-0.07615204155445099,0.6581360101699829,0.36458852887153625,-0.06882835924625397,0.5889224410057068,0.475406289100647,-0.0975111573934555,0.6143978238105774,0.5150209069252014,-0.07413356751203537,0.6407726407051086,0.4957272708415985,-0.057553134858608246,0.6871399283409119,0.40873250365257263,-0.08899140357971191,0.6319565176963806,0.5071778297424316,-0.11229858547449112,0.6504737138748169,0.5341466069221497,-0.10116804391145706,0.6729608774185181,0.514417827129364,-0.0903640165925026
